Hướng;Đường trước nhà(m);Loại BDS;Pháp lý;Số lầu;Số phòng ngủ;Giá(Tỷ);Diện tích(m2);Địa chỉ;Tỉnh/ Thành phố;Quận/ Huyện;Mật độ dân số (người/km²);GDPD(%)
_;20.0;0;0;4;8;230.0;550.0; Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;10.0;0;1;3;3;4.19;80.0; Đường Đặng Văn Trơn, Xã Hiệp Hòa, Thành phố Biên Hoà, Đồng Nai;9;Biên Hòa;4.004;5.3
Tây Nam;6.0;0;1;6;5;13.8;58.0; Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;4;5;16.3;75.0; Đường Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;15.0;0;1;3;4;18.0;139.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;5.0;0;1;6;5;12.9;70.0; Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
Đông Nam;4.0;0;1;7;5;16.0;75.0; Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;12.0;0;1;5;6;16.6;120.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;5.0;0;1;6;4;12.8;60.0; Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;7.0;0;0;5;8;11.6;198.0; Đường Số 3, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;20.0;0;1;4;5;42.0;201.0; Phố Chùa Hà, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
Đông;9.0;0;1;4;6;22.0;267.0; 346 Đường Văn Cao, Phường Đằng Lâm, Quận Hải An, Hải Phòng;4;Hải An;1.282;10.34
_;15.0;0;1;4;4;75.5;194.0; Phố Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;12.0;0;0;5;4;9.5;58.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;0;4;6;26.0;215.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;7.0;0;0;5;5;13.5;86.0; Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;5;21.0;116.0; Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;20.0;0;0;5;5;18.0;129.0; Đường Phúc La - Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;0;5;5;18.5;96.0; Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;12.0;0;0;4;6;21.0;136.0; Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;20.0;0;0;3;6;22.0;114.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;0;5;5;11.5;85.0; Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;0;5;5;12.5;82.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;0;0;5;5;18.0;68.0; Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;12.0;0;1;5;6;19.0;88.0; Phố Ngụy Như Kon Tum, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;15.0;0;0;4;5;15.5;76.0; Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;20.0;0;1;4;6;27.0;168.0; Đường Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;20.0;0;1;4;6;22.0;146.0; Đường Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;15.0;0;0;4;6;23.0;245.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;0;0;7;6;26.0;86.0; Phố Ngụy Như Kon Tum, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;8.0;0;0;5;5;28.0;118.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;4;5;20.0;140.0; Đường Lương Định Của, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;30.0;0;1;4;6;185.0;1.37; Đường Trần Ngọc Diện, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;30.0;0;1;1;4;78.0;594.0; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;30.0;0;1;2;5;175.0;868.0; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;30.0;0;1;3;5;27.0;160.0; Đường số 34, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;12.0;0;1;2;6;94.0;789.0; Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;12.0;0;1;3;4;99.0;400.0; Đường Xuân Thủy, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;12.0;0;1;1;2;5.0;200.0; Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh;7;Hóc Môn;4.966;5.81
_;10.0;0;0;2;6;56.0;850.0; Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;15.0;0;1;3;8;46.0;300.0; Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;10.0;0;0;4;5;20.8;120.0; Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;14.0;0;1;1;3;6.0;98.0; Đường Phan Văn Đối, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh;7;Hóc Môn;4.966;5.81
_;12.0;0;1;4;5;29.5;180.0; Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;16.0;0;1;4;5;68.5;230.0; Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;12.0;0;1;7;8;11.2;50.0; Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;6.0;0;1;4;5;10.5;50.0; Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;8.0;0;1;5;5;10.9;66.0; Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;6.0;0;1;3;4;15.6;105.0; Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;7.0;0;1;5;5;10.0;52.0; Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;7.0;0;1;5;4;12.0;55.0; Đường Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;11.0;0;0;5;6;10.2;50.0; Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;55.0;0;1;3;3;17.0;262.0; Đường Mai Xuân Thưởng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng;8;Thanh Khê;19.48;2.58
_;12.0;0;1;5;4;8.5;48.0; Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;4;9.7;70.0; Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;4;11.0;68.0; Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;11.0;58.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;7.0;43.0; Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;8;7;10.5;60.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;6;12.5;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;5;12.0;90.0; Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;5;7.0;50.0; Đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;6;9.2;48.0; Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;5;13.0;90.0; Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;6;6;8.89;50.0; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;6;4;9.5;50.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;7.4;50.0; Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;6;8.3;50.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;6;5;7.7;50.0; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;5;6;13.0;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;18.0;0;1;4;4;16.5;98.0; Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội;3;Thanh Trì;4.342;6.27
_;12.0;0;1;4;4;7.3;51.0; Đường Ngô Gia Tự, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;5;5;11.6;83.0; Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;6;8.3;60.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;7.0;45.0; Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;9.0;70.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;9.1;70.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;6;11.0;75.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;4;9.7;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;5;6;12.0;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;7;5;8.4;50.0; Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;7;5;7.5;50.0; Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;6;6;18.0;101.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;5;16.0;86.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;6;6;9.0;51.0; Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;4;4;8.3;65.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;7.8;62.0; Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;4;4;8.5;65.0; Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;12.8;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;18.0;0;1;4;6;9.5;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;5;6;11.0;92.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;5.0;0;1;4;4;6.0;40.0; Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;18.0;0;1;5;5;12.8;90.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;19.0;0;1;4;6;15.0;99.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;8.0;0;1;3;4;14.6;90.0; Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;8.0;0;0;4;3;13.5;70.0; Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;8.0;0;1;4;4;12.9;80.0; Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;7.0;0;1;4;4;12.5;70.0; Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;7.0;0;0;3;4;13.6;80.0; Đường số 13, Phường Tân Kiểng, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;5.0;0;0;4;5;13.0;125.0; Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;10.0;0;1;2;3;14.0;112.0; Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;6.0;0;0;4;4;14.6;80.0; Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;5.0;0;0;4;5;14.0;133.0; Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;6.0;0;1;4;5;13.5;68.0; Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;7.0;0;1;4;7;14.0;100.0; Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;8.0;0;0;4;4;12.6;100.0; Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;7.0;0;0;4;6;12.0;71.0; Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;6.0;0;1;3;3;12.0;74.0; Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;6.0;0;0;5;6;12.8;76.0; Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
Đông Nam;5.0;0;1;3;3;10.5;124.0; Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
Đông Nam;10.0;0;0;4;4;22.5;616.0; Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;12.0;0;1;5;6;58.0;160.0; Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;15.0;0;1;4;4;106.0;305.0; Đường Nguyễn Hoàng Tôn, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;12.0;0;1;5;4;30.0;90.0; Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;10.0;0;1;6;5;26.0;82.0; Đường Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
Đông Nam;13.0;0;1;2;3;1.5;80.0; Đường Nguyễn Tất Thành, Xã Phước Đồng, Thành phố Nha Trang, Khánh Hòa;5;Nha Trang;1.662;10.35
_;10.0;0;1;2;5;19.0;595.0; Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;11.0;0;1;3;5;28.0;300.0; Đường 29/3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;18.0;0;1;4;4;19.2;170.0; Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;11.0;0;1;3;10;190.0;1.25; Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;8.0;0;1;4;6;24.5;110.0; Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;15.0;0;1;4;4;86.0;200.0; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;20.0;0;1;5;4;19.9;145.0; Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;8.0;0;1;5;4;33.0;120.0; Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;12.0;0;1;4;4;29.9;100.0; Phố Dịch Vọng Hậu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;12.0;0;1;5;4;30.0;90.0; Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;11.0;0;1;3;10;190.0;1.258; Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;12.0;0;1;5;2;28.0;93.0; Đường Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;10.0;0;1;4;6;40.0;200.0; Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;10.0;0;1;4;6;40.0;200.0; Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;10.0;0;1;4;4;23.0;106.0; Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;8.0;0;1;4;6;25.0;75.0; Đường Nam Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;12.0;0;1;4;6;43.0;205.0; Phố Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;10.0;0;1;4;5;42.0;200.0; Phố Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;0;1;7;7;23.5;150.0; Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;100.0;0;1;5;8;38.0;2.0; Đường Xuân La, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;12.0;0;1;4;4;8.4;45.0; Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;6.0;0;0;4;4;8.0;40.0; Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;5.0;0;0;5;8;16.3;55.0; Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;5.0;0;0;4;3;5.1;35.0; Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;6.0;0;0;5;5;12.5;50.0; Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;0;0;5;3;3.75;35.0; Phố Trần Bình, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;0;0;4;4;4.55;36.0; Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;0;0;5;7;5.8;38.0; Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;3.0;0;0;3;4;8.5;85.0; Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;6.0;0;0;4;4;7.4;38.0; Phố Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;0;0;5;3;3.95;32.0; Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;6.0;0;1;5;4;3.1;32.0; Đường Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;5.0;0;1;5;4;5.45;34.0; Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;4.0;0;1;7;4;12.2;58.0; Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;4.0;0;1;4;4;4.25;30.0; Đường Cẩm Văn, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;0;1;6;3;7.9;44.0; Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;4.0;0;1;4;6;6.35;41.0; Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;6.0;0;0;4;4;5.6;38.0; Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;25.0;0;1;5;4;11.9;90.0; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;4;7.1;55.0; Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;4;4;7.69;45.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;5;5;10.3;68.0; Đường Văn Khê, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;4;4;8.25;45.0; Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;15.0;0;1;5;4;11.2;81.0; Đường Hạnh Phúc, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;5;4;8.49;63.0; Đường Văn Khê, Phường Phú Lương, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;5;4;7.55;55.0; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;4;14.99;77.0; Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;30.0;0;1;5;4;13.33;83.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;4;4;12.8;83.0; Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;7.88;50.0; Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;4;10.53;95.0; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;0;4;5;26.99;246.0; Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;4;4;12.59;121.0; Phố Trung Bình, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;5;19.89;180.0; Đường Vạn Phúc, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
